CRN,SUBJ,CRSE,TITLE,DAYS,START TIME,END TIME,BLDG,ROOM,INSTRUCTOR,START DATE,END DATE,WEEKS,SEATS LEFT,STATUS
95674,ECON,120,PRINCIPLES OF MACROECONOMICS,TBA,0:00,0:00,MIRA,WEB,"RAY CHAUDHURI, E",10/14/2013,12/16/2013,8,0,CLOSED MAY WAITLIST
57868,ECON,120,PRINCIPLES OF MACROECONOMICS,MW,9:35 AM,11:00 AM,MIRA,M104,"DOBRE, O",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
68258,ECON,120,PRINCIPLES OF MACROECONOMICS,TTH,9:35 AM,11:00 AM,MIRA,M104,"DOBRE, O",8/19/2013,12/16/2013,16,2,ADD CODE REQUIRED
79587,ECON,120,PRINCIPLES OF MACROECONOMICS,MW,11:10 AM,12:35 PM,MIRA,M104,"DOBRE, O",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
67549,ECON,120,PRINCIPLES OF MACROECONOMICS,M,6:35 PM,9:45 PM,MIRA,M104,"DOBRE, O",8/19/2013,12/16/2013,16,2,ADD CODE REQUIRED
90354,ECON,121,PRINCIPLES OF MICROECONOMICS,TBA,0:00,0:00,MIRA,WEB,"CULLIVAN, M",10/14/2013,12/16/2013,8,0,CLOSED MAY WAITLIST
52716,ECON,121,PRINCIPLES OF MICROECONOMICS,TTH,11:10 AM,12:35 PM,MIRA,M104,"DOBRE, O",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
75361,ECON,121,PRINCIPLES OF MICROECONOMICS,MW,12:45 PM,2:10 PM,MIRA,M104,"DOBRE, O",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
81956,ECON,121,PRINCIPLES OF MICROECONOMICS,W,6:35 PM,9:45 PM,MIRA,M104,"DOBRE, O",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
79235,EDUC,100,TUTOR TRAINING,TBA,0:00,0:00,MIRA,L101,"REED, C",8/19/2013,12/16/2013,16,6,ADD CODE REQUIRED
766,EMGM,50,CPR FOR HEALTH CARE PROVIDERS,T,8:30 AM,5:00 PM,NTCCN,CLSRM,STAFF,8/6/2013,8/6/2013,1,20,CANCELLED
2708,EMGM,50,CPR FOR HEALTH CARE PROVIDERS,T,8:30 AM,5:00 PM,NTCCN,CLSRM,"KJARTANSON, M",8/6/2013,8/6/2013,1,0,PAST ADD DATE
2713,EMGM,50,CPR FOR HEALTH CARE PROVIDERS,W,8:30 AM,5:00 PM,NTCCN,CLSRM,"KJARTANSON, M",8/7/2013,8/7/2013,1,0,PAST ADD DATE
2724,EMGM,50,CPR FOR HEALTH CARE PROVIDERS,TH,8:30 AM,5:00 PM,NTCCN,CLSRM,"KJARTANSON, M",8/8/2013,8/8/2013,1,3,PAST ADD DATE
42398,EMGM,50,CPR FOR HEALTH CARE PROVIDERS,TH,8:30 AM,5:00 PM,NTCCN,CLSRM,"KJARTANSON, M",10/17/2013,10/17/2013,1,0,CLOSED MAY WAITLIST
2731,EMGM,50,CPR FOR HEALTH CARE PROVIDERS,S,8:30 AM,5:00 PM,NTCCN,CLSRM,"KJARTANSON, M",8/10/2013,8/10/2013,1,0,PAST ADD DATE
2759,EMGM,105A,EMERGENCY MEDICAL TECHNICIAN,MTWTH,8:00 AM,6:30 PM,NTCCN,CLSRM,"FAULK, E",8/7/2013,9/5/2013,5,9,PAST ADD DATE
73788,EMGM,105A,EMERGENCY MEDICAL TECHNICIAN,MW,8:00 AM,12:40 PM,NTCCN,CLSRM,"FRICHTEL, J",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
3743,EMGM,105A,EMERGENCY MEDICAL TECHNICIAN,TWTHF,8:00 AM,6:30 PM,NTCCN,CLSRM,STAFF,10/22/2013,11/19/2013,5,35,CANCELLED
42476,EMGM,105A,EMERGENCY MEDICAL TECHNICIAN,TWTHF,8:00 AM,6:30 PM,NTCCN,CLSRM,"SWIFT, T",10/22/2013,11/19/2013,5,0,CLOSED MAY WAITLIST
73813,EMGM,105A,EMERGENCY MEDICAL TECHNICIAN,TTH,8:00 AM,12:30 PM,NTCCN,CLSRM,"MCALLISTER, R",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
73831,EMGM,105A,EMERGENCY MEDICAL TECHNICIAN,F,8:20 AM,6:45 PM,NTCCN,CLSRM,"SALINSKY, J",8/19/2013,12/16/2013,16,2,ADD CODE REQUIRED
73845,EMGM,105A,EMERGENCY MEDICAL TECHNICIAN,S,8:20 AM,6:45 PM,NTCCN,CLSRM,"SALINSKY, J",8/19/2013,12/16/2013,16,4,ADD CODE REQUIRED
73797,EMGM,105A,EMERGENCY MEDICAL TECHNICIAN,MW,1:00 PM,5:40 PM,NTCCN,CLSRM,"KUTZKE, K",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
73824,EMGM,105A,EMERGENCY MEDICAL TECHNICIAN,TTH,1:00 PM,5:30 PM,NTCCN,CLSRM,"BENNETT, K",8/19/2013,12/16/2013,16,4,ADD CODE REQUIRED
2680,EMGM,105A,EMERGENCY MEDICAL TECHNICIAN,TTH,5:30 PM,10:00 PM,NTCCN,CLSRM,"SANER, D",8/19/2013,12/16/2013,16,1,ADD CODE REQUIRED
73808,EMGM,105A,EMERGENCY MEDICAL TECHNICIAN,MW,5:40 PM,10:15 PM,NTCCN,CLSRM,"CULKIN, S",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
42311,EMGM,106,EMT-DEFIBRILLATION/COMBITUDE,MW,9:00 AM,5:30 PM,NTCCN,CLSRM,"KJARTANSON, M",11/18/2013,11/20/2013,1,10,OPEN
42300,EMGM,106,EMT-DEFIBRILLATION/COMBITUDE,TTH,9:00 AM,5:30 PM,NTCCN,CLSRM,"KJARTANSON, M",9/17/2013,9/19/2013,1,8,OPEN
3513,EMGM,296,INDIV INSTR IN EMERG MED,T,6:00 PM,9:10 PM,NTCCN,CLSRM,"KJARTANSON, M",9/3/2013,12/10/2013,14,11,OPEN
3734,EMGM,350,EMT RECERTIFICATION COURSE,F,8:30 AM,5:00 PM,NTCCN,CLSRM,"KJARTANSON, M",10/4/2013,10/25/2013,4,14,OPEN
42344,EMGM,350,EMT RECERTIFICATION COURSE,F,8:30 AM,5:00 PM,NTCCN,CLSRM,"KJARTANSON, M",8/9/2013,8/30/2013,4,35,CANCELLED
64052,ENGL,42,COLLEGE READG & STUDY SKILLS I,TTH,9:35 AM,11:00 AM,MIRA,H103,"HALLIDAY, R",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
53131,ENGL,42,COLLEGE READG & STUDY SKILLS I,MW,11:10 AM,12:35 PM,MIRA,I108,"LEE, L",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
62666,ENGL,42,COLLEGE READG & STUDY SKILLS I,MW,12:45 PM,2:10 PM,MIRA,I108,"THOWSEN, L",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
63817,ENGL,42,COLLEGE READG & STUDY SKILLS I,TTH,12:45 PM,2:10 PM,MIRA,I108,"THOWSEN, L",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
56672,ENGL,42,COLLEGE READG & STUDY SKILLS I,MW,5:00 PM,6:25 PM,MIRA,I126,"SWAN, M",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
60751,ENGL,42,COLLEGE READG & STUDY SKILLS I,T,6:35 PM,9:45 PM,MIRA,H103,"HALLIDAY, R",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
8370,ENGL,43,ENGLISH REVIEW,TBA,0:00,0:00,MIRA,WEB,"DEGNAN, K",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
53094,ENGL,43,ENGLISH REVIEW,TTH,8:00 AM,9:25 AM,MIRA,I126,"MC DERMOTT, C",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
53108,ENGL,43,ENGLISH REVIEW,MW,9:35 AM,11:00 AM,MIRA,H201,"MUNOZ, L",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
85905,ENGL,43,ENGLISH REVIEW,TTH,9:35 AM,11:00 AM,MIRA,H106,"ANDERSEN, A",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
57163,ENGL,43,ENGLISH REVIEW,TTH,11:10 AM,12:35 PM,MIRA,I126,"BACCHIA, R",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
60765,ENGL,43,ENGLISH REVIEW,MW,12:45 PM,2:10 PM,MIRA,I123,"JOHNSON, S",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
63054,ENGL,43,ENGLISH REVIEW,MW,5:00 PM,6:25 PM,MIRA,I108,"FORBES, S",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
64100,ENGL,43,ENGLISH REVIEW,TTH,5:00 PM,6:25 PM,MIRA,I110,"ARMENTROUT, K",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
53124,ENGL,43,ENGLISH REVIEW,M,6:35 PM,9:45 PM,MIRA,H106,"NESS, K",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
68649,ENGL,48,COLLEGE READING/STUDY SKILLSII,MW,9:35 AM,11:00 AM,MIRA,I108,"LEE, L",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
85055,ENGL,48,COLLEGE READING/STUDY SKILLSII,TTH,9:35 AM,11:00 AM,MIRA,I108,"LEE, L",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
85061,ENGL,48,COLLEGE READING/STUDY SKILLSII,TTH,11:10 AM,12:35 PM,MIRA,H103,"HALLIDAY, R",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
85076,ENGL,48,COLLEGE READING/STUDY SKILLSII,M,1:15 PM,4:25 PM,MIRA,H103,"HALLIDAY, R",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
85087,ENGL,48,COLLEGE READING/STUDY SKILLSII,M,6:35 PM,9:45 PM,MIRA,I126,"SWAN, M",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
85093,ENGL,48,COLLEGE READING/STUDY SKILLSII,TH,6:35 PM,9:45 PM,MIRA,H103,"HALLIDAY, R",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
68655,ENGL,49,BASIC COMPOSITION,TBA,0:00,0:00,MIRA,WEB,"MUNOZ, L",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
84907,ENGL,49,BASIC COMPOSITION,TBA,0:00,0:00,MIRA,WEB,"MUNOZ, L",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
84973,ENGL,49,BASIC COMPOSITION,MW,8:00 AM,9:25 AM,MIRA,I123,"MICHALS, N",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
84942,ENGL,49,BASIC COMPOSITION,TTH,8:00 AM,9:25 AM,MIRA,I123,"GOBBLE, S",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
84996,ENGL,49,BASIC COMPOSITION,TTH,9:35 AM,11:00 AM,MIRA,I123,"NELSON, K",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
84984,ENGL,49,BASIC COMPOSITION,TTH,12:45 PM,2:10 PM,MIRA,I110,"STEINBERG, S",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
85010,ENGL,49,BASIC COMPOSITION,W,1:15 PM,4:25 PM,MIRA,I125,"MCGREGOR, K",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
85004,ENGL,49,BASIC COMPOSITION,TTH,2:20 PM,3:45 PM,MIRA,I110,"STEINBERG, S",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
85049,ENGL,49,BASIC COMPOSITION,MW,5:00 PM,6:25 PM,MIRA,I123,"KROGH, K",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
85032,ENGL,49,BASIC COMPOSITION,TTH,5:00 PM,6:25 PM,MIRA,H108,"BLENIS, C",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
85028,ENGL,49,BASIC COMPOSITION,M,6:35 PM,9:45 PM,MIRA,I108,"FORBES, S",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
91774,ENGL,101,HONORS: READING AND COMPOSITON,TTH,11:10 AM,12:35 PM,MIRA,I127,"JAY, C",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
57380,ENGL,101,READING AND COMPOSITION,MW,8:00 AM,9:25 AM,MIRA,I108,STAFF,8/19/2013,12/16/2013,16,25,CANCELLED
91881,ENGL,101,READING AND COMPOSITION,TTH,8:00 AM,9:25 AM,MIRA,I125,"BACCHIA, R",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
54352,ENGL,101,READING AND COMPOSITION,MW,9:35 AM,11:00 AM,MIRA,I124,"ARANCIBIA, A",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
86547,ENGL,101,READING AND COMPOSITION,MW,9:35 AM,11:00 AM,MIRA,I127,"JAY, C",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
67405,ENGL,101,READING AND COMPOSITION,TTH,9:35 AM,11:00 AM,MIRA,I127,"JAY, C",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
55366,ENGL,101,READING AND COMPOSITION,MW,11:10 AM,12:35 PM,MIRA,H106,"ANDERSEN, A",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
59223,ENGL,101,READING AND COMPOSITION,TTH,11:10 AM,12:35 PM,MIRA,H106,"ANDERSEN, A",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
57378,ENGL,101,READING AND COMPOSITION,MW,12:45 PM,2:10 PM,MIRA,I127,"JAY, C",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
52671,ENGL,101,READING AND COMPOSITION,TTH,12:45 PM,2:10 PM,MIRA,H108,"BLENIS, C",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
44036,ENGL,101,READING AND COMPOSITION,TTH,1:00 PM,2:50 PM,MIRA,I126,"BACCHIA, R",9/9/2013,12/7/2013,12,0,CLOSED
89746,ENGL,101,READING AND COMPOSITION,W,1:15 PM,4:25 PM,MIRA,H104,"MUNOZ, L",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
57172,ENGL,101,READING AND COMPOSITION,MW,5:00 PM,8:15 PM,MCASM,5305,"NELSON, K",8/19/2013,10/12/2013,8,0,PAST ADD DATE
60778,ENGL,101,READING AND COMPOSITION,MW,5:00 PM,6:25 PM,MIRA,I127,"MCGREGOR, K",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
89818,ENGL,101,READING AND COMPOSITION,TTH,5:00 PM,6:25 PM,MIRA,I123,"NELSON, K",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
66521,ENGL,101,READING AND COMPOSITION,M,6:35 PM,9:45 PM,MIRA,H103,"REED, C",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
89889,ENGL,101,READING AND COMPOSITION,W,6:35 PM,9:45 PM,MIRA,H103,"REED, C",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
79637,ENGL,101,READING AND COMPOSITION,TH,6:35 PM,9:45 PM,MIRA,H104,"MUNOZ, L",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
55379,ENGL,105,COMPOSITION AND LITERATURE,M,1:15 PM,4:25 PM,MIRA,H106,"ANDERSEN, A",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
68676,ENGL,105,COMPOSITION AND LITERATURE,T,6:35 PM,9:45 PM,MIRA,H106,"REINSTEIN, K",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
65860,ENGL,205,CRITICL THINKNG/INTRMD COMPSTN,MW,9:35 AM,11:00 AM,MIRA,I125,"MICHALS, N",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
65128,ENGL,205,CRITICL THINKNG/INTRMD COMPSTN,TTH,9:35 AM,11:00 AM,MIRA,I124,"ARANCIBIA, A",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
57399,ENGL,205,CRITICL THINKNG/INTRMD COMPSTN,MW,11:10 AM,12:35 PM,MIRA,I125,"ALEXANDER, P",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
65110,ENGL,205,CRITICL THINKNG/INTRMD COMPSTN,TTH,11:10 AM,12:35 PM,MIRA,I124,"ARANCIBIA, A",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
65149,ENGL,205,CRITICL THINKNG/INTRMD COMPSTN,MW,5:00 PM,6:25 PM,MIRA,H103,"REED, C",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
67692,ENGL,205,CRITICL THINKNG/INTRMD COMPSTN,MW,5:00 PM,8:10 PM,MCASM,5305,"TOLAND PERRY, A",10/14/2013,12/16/2013,8,0,CLOSED MAY WAITLIST
91894,ENGL,205,CRITICL THINKNG/INTRMD COMPSTN,TTH,5:00 PM,6:25 PM,MIRA,H103,"REED, C",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
65132,ENGL,205,CRITICL THINKNG/INTRMD COMPSTN,TH,6:35 PM,9:45 PM,MIRA,I108,"PEREZ, J",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
83564,ENGL,208,INTRODUCTION TO LITERATURE,MW,11:10 AM,12:35 PM,MIRA,I127,"JAY, C",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
40839,ENGL,210,AMERICAN LITERATURE I,MW,9:35 AM,11:00 AM,MIRA,H106,"ANDERSEN, A",8/19/2013,12/16/2013,16,3,ADD CODE REQUIRED
56689,ENGL,249,HONORS: INTRO/CREATIVE WRITING,M,1:15 PM,4:25 PM,MIRA,I124,"ARANCIBIA, A",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
56691,ESOL,19,TRANSIT ENGL FOR ESOL STUDENTS,TWTH,8:10 AM,10:50 AM,MIRA,I110,"HOYLE, C",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
85972,ESOL,19,TRANSIT ENGL FOR ESOL STUDENTS,TTH,6:35 PM,9:15 PM,MIRA,I125,"QUINN, J",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
85972,ESOL,19,TRANSIT ENGL FOR ESOL STUDENTS,W,6:35 PM,9:15 PM,MIRA,I127,,8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
90890,ESOL,20,WRTG/NONNATIVE SPKRS OF ENGL I,MW,9:35 AM,12:35 PM,MIRA,H108,"GOBBLE, S",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
90940,ESOL,20,WRTG/NONNATIVE SPKRS OF ENGL I,TTH,6:35 PM,9:45 PM,MIRA,I110,"MELLOS, V",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
90952,ESOL,21,RDG/NONNATIVE SPKRS OF ENGL I,TTH,9:35 AM,11:00 AM,MIRA,I125,"ARMENTROUT, K",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
90901,ESOL,21,RDG/NONNATIVE SPKRS OF ENGL I,MW,6:35 PM,8:00 PM,MIRA,I123,"KROGH, K",8/19/2013,12/16/2013,16,3,ADD CODE REQUIRED
90916,ESOL,22,LIST&SPKG/NONNATIVESPKRS/ENG I,TTH,11:10 AM,12:35 PM,MIRA,H108,"BLENIS, C",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
90969,ESOL,22,LIST&SPKG/NONNATIVESPKRS/ENG I,MW,8:10 PM,9:35 PM,MIRA,I123,"GOROKHOVA-SCOTT, A",8/19/2013,12/16/2013,16,12,ADD CODE REQUIRED
90927,ESOL,30,WRTG/NONNATIVE SPKRS/ENGL II,MW,9:35 AM,12:45 PM,MIRA,H107,"REINSTEIN, K",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
63173,ESOL,30,WRTG/NONNATIVE SPKRS/ENGL II,TTH,6:35 PM,9:45 PM,MIRA,I126,"JOHNSON, S",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
61135,ESOL,31,RDG/NONNATIVE SPKRS OF ENGL II,TTH,9:35 AM,11:00 AM,MIRA,H107,"REINSTEIN, K",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
90974,ESOL,31,RDG/NONNATIVE SPKRS OF ENGL II,MW,6:35 PM,8:00 PM,MIRA,I125,"PETROVIC, M",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
61122,ESOL,32,LIST/SPK/NONNATIVESPKRS/ENG II,TTH,11:10 AM,12:35 PM,MIRA,H107,"MANASSE, M",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
90983,ESOL,32,LIST/SPK/NONNATIVESPKRS/ENG II,MW,8:10 PM,9:35 PM,MIRA,I125,"MANEEVONE, M",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
90938,ESOL,40,RDG/WRT/NONNATIVE SPKR/ENG III,MW,9:35 AM,12:45 PM,MIRA,H103,"MANASSE, M",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
90995,ESOL,40,RDG/WRT/NONNATIVE SPKR/ENG III,TTH,6:35 PM,9:45 PM,MIRA,I123,"AAGARD, A",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
62465,FILI,100,FILIPINO AMERICAN EXPERIENCE,T,6:35 PM,9:45 PM,MIRA,H104,"PATACSIL, J",8/19/2013,12/16/2013,16,4,ADD CODE REQUIRED
70819,FIPT,100D,CPAT PREPARATION,MW,8:00 AM,12:05 PM,NTCCN,CLSRM,"LOWRY, A",10/14/2013,12/16/2013,8,35,CANCELLED
75879,FIPT,100D,CPAT PREPARATION,TTH,8:00 AM,12:10 PM,NTCCN,CLSRM,"LOWRY, A",8/19/2013,10/12/2013,8,6,CANCELLED
61344,FIPT,101,FIRE PROTECTION ORGANIZATION,TBA,0:00,0:00,MIRA,WEB,"HALL, D",10/14/2013,12/16/2013,8,0,CLOSED MAY WAITLIST
62792,FIPT,101,FIRE PROTECTION ORGANIZATION,TTH,9:00 AM,12:10 PM,NTCCN,CLSRM,"HALL, D",8/19/2013,10/12/2013,8,2,PAST ADD DATE
44348,FIPT,101,FIRE PROTECTION ORGANIZATION,MW,6:00 PM,9:00 PM,NTCCN,CLSRM,"GHIOTTO, J",10/14/2013,12/16/2013,8,18,OPEN
65319,FIPT,101,FIRE PROTECTION ORGANIZATION,MW,6:00 PM,9:20 PM,NTCCN,CLSRM,"GHIOTTO, J",8/19/2013,10/12/2013,8,35,CANCELLED
62611,FIPT,102,FIRE PREVENTION TECHNOLOGY,TBA,0:00,0:00,MIRA,WEB,"WALSH, M",10/14/2013,12/16/2013,8,0,CLOSED MAY WAITLIST
65277,FIPT,102,FIRE PREVENTION TECHNOLOGY,TBA,0:00,0:00,MIRA,WEB,"WALSH, M",8/19/2013,10/12/2013,8,0,PAST ADD DATE
55730,FIPT,102,FIRE PREVENTION TECHNOLOGY,TTH,6:00 PM,9:10 PM,NTCCN,CLSRM,"WALSH, M",8/19/2013,10/12/2013,8,11,PAST ADD DATE
61164,FIPT,103,FIRE PROTECTN EQUIP & SYSTEMS,TBA,0:00,0:00,MIRA,WEB,"SHEEAN, D",10/14/2013,12/16/2013,8,0,CLOSED MAY WAITLIST
70822,FIPT,103,FIRE PROTECTN EQUIP & SYSTEMS,TBA,0:00,0:00,NTCCN,WEB,"BILLON, L",8/19/2013,10/12/2013,8,2,PAST ADD DATE
87725,FIPT,103,FIRE PROTECTN EQUIP & SYSTEMS,MW,6:00 PM,9:20 PM,NTCCN,CLSRM,"PEREIRA, S",8/19/2013,10/12/2013,8,13,PAST ADD DATE
61357,FIPT,104,BLDG CONSTRUCT FOR FIRE PROTEC,TBA,0:00,0:00,MIRA,WEB,"WALSH, M",8/19/2013,10/12/2013,8,0,PAST ADD DATE
65286,FIPT,104,BLDG CONSTRUCT FOR FIRE PROTEC,TTH,1:00 PM,4:10 PM,NTCCN,CLSRM,"WALSH, M",10/14/2013,12/16/2013,8,8,OPEN
68845,FIPT,105,FIRE BEHAVIOR AND COMBUSTION,TBA,0:00,0:00,MIRA,WEB,"BILLON, L",10/14/2013,12/16/2013,8,0,CLOSED MAY WAITLIST
40732,FIPT,105,FIRE BEHAVIOR AND COMBUSTION,TTH,1:00 PM,4:00 PM,NTCCN,CLSRM,"HALL, D",8/19/2013,10/12/2013,8,8,PAST ADD DATE
40749,FIPT,105,FIRE BEHAVIOR AND COMBUSTION,TTH,6:00 PM,9:00 PM,NTCCN,CLSRM,"BILLON, L",10/14/2013,12/16/2013,8,6,OPEN
85680,FIPT,107,FIRE FIGHTING TACTICS/STRATEGY,TBA,0:00,0:00,MIRA,WEB,"SHEEAN, D",10/14/2013,12/16/2013,8,0,CLOSED MAY WAITLIST
65259,FIPT,107,FIRE FIGHTING TACTICS/STRATEGY,MW,9:00 AM,12:20 PM,NTCCN,CLSRM,"SHEEAN, D",8/19/2013,10/12/2013,8,18,PAST ADD DATE
69448,FIPT,109,FIRE SERVICE HYDRAULICS,TBA,0:00,0:00,MIRA,WEB,"HALL, D",10/14/2013,12/16/2013,8,0,CLOSED MAY WAITLIST
70762,FIPT,109,FIRE SERVICE HYDRAULICS,MW,9:00 AM,12:10 PM,NTCCN,CLSRM,"BARBAT, A",10/14/2013,12/16/2013,8,16,OPEN
62785,FIPT,109,FIRE SERVICE HYDRAULICS,TTH,6:00 PM,9:10 PM,NTCCN,CLSRM,"HALL, D",8/19/2013,10/12/2013,8,14,PAST ADD DATE
62644,FIPT,110,WILDLAND FIRE CONTROL,MW,9:00 AM,12:10 PM,NTCCN,CLSRM,"SHEEAN, D",10/14/2013,12/16/2013,8,0,CLOSED MAY WAITLIST
76095,FIPT,110,WILDLAND FIRE CONTROL,MW,1:00 PM,4:10 PM,NTCCN,CLSRM,"SHEEAN, D",8/19/2013,10/12/2013,8,17,PAST ADD DATE
62633,FIPT,111,FIRE APPARATUS AND EQUIPMENT,TBA,0:00,0:00,MIRA,WEB,"HALL, D",10/14/2013,12/16/2013,8,0,CLOSED MAY WAITLIST
76133,FIPT,120,SAFETY AND SURVIVAL,TBA,0:00,0:00,MIRA,WEB,"WALSH, M",10/14/2013,12/16/2013,8,0,CLOSED MAY WAITLIST
76125,FIPT,120,SAFETY AND SURVIVAL,TTH,1:00 PM,4:10 PM,NTCCN,CLSRM,"WALSH, M",8/19/2013,10/12/2013,8,35,CANCELLED
75882,FIPT,150A,INTRO TO FIRE SUPPRESS/MAINT,F,7:00 AM,12:00 PM,NTCCN,CLSRM,"EDROZO, R",8/19/2013,12/16/2013,16,2,ADD CODE REQUIRED
75903,FIPT,150A,INTRO TO FIRE SUPPRESS/MAINT,S,7:00 AM,12:00 PM,NTCCN,CLSRM,"EDROZO, R",8/19/2013,12/16/2013,16,16,ADD CODE REQUIRED
75898,FIPT,150B,INTRO FIRE SUPP/MAINT TASK INT,F,7:00 AM,12:00 PM,NTCCN,CLSRM,"EDROZO, R",8/19/2013,12/16/2013,16,30,ADD CODE REQUIRED
75912,FIPT,150B,INTRO FIRE SUPP/MAINT TASK INT,S,7:00 AM,12:00 PM,NTCCN,CLSRM,"EDROZO, R",8/19/2013,12/16/2013,16,29,ADD CODE REQUIRED
42794,FIPT,210A,DRIVER OPERATOR/DRIVING,MTWTHF,8:00 AM,5:00 PM,NTCCN,CLSRM,"GARCIA, J",11/18/2013,11/22/2013,1,0,CLOSED MAY WAITLIST
44196,FIPT,365,ALL TERRAIN VEHICLE OPERATIONS,MT,8:00 AM,5:00 PM,NTCCN,CLSRM,"CULL, J",8/26/2013,8/27/2013,1,12,PAST ADD DATE
86046,GEOG,101,PHYSICAL GEOGRAPHY,TBA,0:00,0:00,MIRA,WEB,"SCHILZ, T",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
88966,GEOG,101,PHYSICAL GEOGRAPHY,MW,11:10 AM,12:35 PM,MIRA,H201,"SCHILZ, T",8/19/2013,12/16/2013,16,0,ADD CODE REQUIRED
